ID,LAT,LONG,UTM10x_NAD83,UTM10y_NAD83,ELEV_M,CBA,ISO,OG,FTC,TTC,cba_resid_deg1,cba_resid_deg2,outlier_cba,outlier_iso,duplicate
19GY2583,39.14879217,-122.87444583,510755.64,4.33328158e6,504.22,-41.77,-1.42,979950.102,0.1,2.98,-2.0034189827915085,2.1788347533467203,false,false,false
19GY2584,39.21847433,-122.93439533,505569.657,4.341008942e6,441.65,-46.371,-3.651,979962.245,0.02,4.64,-7.344696147269069,-5.978852553637864,false,false,false
19GY2585,39.22227933,-122.96009283,503351.076,4.341429904e6,854.03,-46.066,-4.156,979880.827,0.09,6.04,-7.774204884030574,-7.761903199805914,false,false,false
19GY2586,39.20782717,-122.94707667,504475.602,4.339826676e6,771.91,-46.282,-4.692,979895.651,0.04,5.79,-7.819202146342761,-6.9329211993982085,false,false,false
19GY2587,39.23694833,-122.94422667,504719.682,4.343058499e6,446.54,-45.784,-2.354,979962.523,0.01,5.63,-6.765615239936615,-6.132029323822039,false,false,false
19GY2588,39.17345483,-122.87339733,510842.425,4.336018578e6,429.75,-43.847,-2.197,979964.537,0.0,3.21,-3.652897076234666,0.39958561713304164,false,false,false
19GY2589,39.15989433,-122.86462767,511602.215,4.334514831e6,436.92,-41.124,-0.024,979962.958,0.02,4.91,-0.875263267958772,3.486230553423539,false,false,false
19GY2590,39.08655167,-122.90130667,508442.033,4.326371793e6,406.01,-34.379,2.471,979973.072,0.01,1.09,3.5572733260450065,7.142828396936274,false,false,false
19GY2591,39.07022617,-122.78142933,518814.419,4.324578238e6,405.78,-37.741,-0.121,979966.249,0.03,3.15,3.654552892099069,8.86091052130768,false,false,false
19GY2592,39.02766483,-122.66306817,529071.19,4.319886469e6,409.69,-38.651,-2.941,979961.829,0.02,2.13,5.742624248031433,7.755846752707079,false,false,false
19GY2593,39.01915283,-122.67042783,528437.553,4.318939559e6,404.43,-37.604,-2.184,979964.011,0.02,1.27,6.425289305488839,8.65299933697058,false,false,false
19GY2594,39.03821167,-122.74442767,522025.368,4.321033922e6,415.0,-36.848,-0.498,979962.008,0.04,3.65,5.185515887354427,9.780089625489992,false,false,false
19GY2595,39.12090983,-122.77518933,519340.316,4.330203979e6,1080.97,-43.085,-3.595,979828.37,0.08,8.07,-0.6860980739238727,4.585203938895241,false,false,false
19GY2596,39.10405417,-122.75953833,520698.246,4.328336947e6,962.81,-41.928,-3.088,979853.541,0.05,5.7,0.6873849598343398,5.81441479742562,false,false,false
19GY2597,39.13447867,-122.77565267,519296.541,4.331709639e6,1193.61,-43.643,-3.593,979807.07,0.03,7.95,-1.0417259316552219,4.222536496365265,false,false,false
19GY2598,39.15136767,-122.770871,519705.09,4.333584878e6,1326.51,-43.995,-3.245,979778.873,0.03,11.25,-0.9756450682076547,4.229139606134218,false,false,false
19GY2599,39.163063,-122.78261217,518687.432,4.334880241e6,1269.13,-44.902,-3.582,979792.906,0.03,8.59,-2.059918738031797,3.155001088540473,false,false,false
19GY2600,39.142754,-122.75072017,521448.94,4.33263359e6,1070.97,-42.902,-2.362,979832.836,0.12,7.68,0.6048395520029857,5.63759208823911,false,false,false
19GY2601,39.17711867,-122.72781883,523416.635,4.336452809e6,643.7,-47.45,-5.08,979917.834,0.0,4.8,-2.684493523446001,1.9072044527889815,false,false,false
19GY2602,39.18564067,-122.71151117,524822.251,4.337402874e6,632.71,-46.72,-4.13,979921.669,0.01,4.6,-1.3129067232466554,2.903109630502442,false,false,false
19GY2603,39.20059283,-122.72720717,523461.632,4.339057967e6,668.85,-49.462,-6.062,979912.692,0.06,5.09,-4.303049456978378,0.17160914043135733,false,false,false
19GY2604,39.2097565,-122.74421483,521990.163,4.340070608e6,809.64,-49.162,-5.332,979887.498,0.04,3.85,-4.383985340979763,0.2972389838535605,false,false,false
19GY2605,39.23041383,-122.77723533,519133.6,4.342355499e6,763.15,-52.584,-7.614,979894.964,0.02,3.89,-8.499287451811256,-3.7468373751529214,false,false,false
19GY2606,39.22132367,-122.76350917,520320.976,4.341349733e6,712.26,-50.937,-6.397,979905.642,0.06,4.01,-6.572218070790555,-1.794819907130858,false,false,false
19GY2607,39.1755185,-122.69416517,526324.173,4.336284496e6,636.03,-47.154,-5.214,979919.889,0.04,4.4,-1.3703659462839681,2.4189652774746904,false,false,false
19GY2608,39.16692483,-122.67976067,527571.802,4.335335127e6,611.13,-47.438,-6.068,979921.404,0.05,6.71,-1.3445246171320093,2.00507063899731,false,false,false
19GY2609,39.16023283,-122.66343133,528985.259,4.334597604e6,568.24,-48.274,-7.404,979926.123,0.09,8.95,-1.7805431796306408,0.9759095564612679,false,false,false
19GY2610,39.16517133,-122.62684083,532144.383,4.335158008e6,485.92,-49.443,-9.093,979943.838,0.08,6.6,-1.7356672897093048,-0.619663441599144,false,false,false
19GY2611,39.1579845,-122.59357217,535022.132,4.334372815e6,455.79,-51.366,-12.126,979947.778,0.03,5.99,-2.7405646035193385,-3.488838674407141,false,false,false
19GY2612,39.16850317,-122.53264883,540280.005,4.33556545e6,457.06,-54.41,-16.88,979948.637,0.05,2.77,-3.7266099611292702,-8.73211048541281,false,false,false
19GY2613,39.16586967,-122.49481833,543549.774,4.33529072e6,588.41,-53.151,-17.231,979924.33,0.05,2.42,-1.335016183144944,-9.587215780982866,false,false,false
19GY2614,39.14453733,-122.4747345,545298.567,4.332933259e6,722.94,-53.301,-18.691,979895.187,0.04,3.21,-1.1994181087083433,-11.481117614793703,false,false,false
19GY2615,39.11730983,-122.49667967,543418.851,4.329901007e6,979.14,-47.95,-13.27,979842.926,0.07,8.27,3.0384380641527997,-5.362150011467087,false,false,false
19GY2616,39.00676083,-122.60571267,534045.978,4.317586701e6,492.76,-36.095,-1.805,979946.957,0.03,1.47,9.749266321497267,8.475294679838832,false,false,false
19GY2617,39.00046717,-122.64916417,530286.364,4.316872897e6,629.91,-38.453,-4.033,979914.332,0.05,4.36,5.939866077877603,6.9741869816284705,false,false,false
19GY2618,38.992187,-122.63254317,531729.351,4.315959728e6,460.44,-31.16,2.95,979956.441,0.05,1.95,13.617996403091933,13.68093784331504,false,false,false
19GY2619,38.990807,-122.60959083,533717.774,4.315814862e6,470.41,-37.871,-4.061,979948.709,0.03,0.9,7.5989689799677365,6.319625093859152,false,false,false
19GY2620,38.885268,-122.46748383,546093.5,4.304165677e6,728.95,-35.017,-6.667,979890.249,0.02,2.32,13.203140123309993,-2.5404597054168434,false,false,false
19GY2621,38.88693133,-122.4990585,543353.871,4.304334748e6,624.45,-35.031,-6.101,979910.533,0.05,2.61,12.231326501452173,-0.1838375332107418,false,false,false
19GY2622,38.91046083,-122.62194117,532685.147,4.306894438e6,429.28,-36.408,-5.318,979951.058,0.02,0.95,7.399755114798879,5.328741407919921,false,false,false
19GY2623,38.91075267,-122.61079183,533651.697,4.306930889e6,415.7,-36.148,-5.108,979953.989,0.02,0.96,8.011593195615902,5.261584295223855,false,false,false
19GY2624,38.92499483,-122.59530267,534987.646,4.308517159e6,421.21,-37.502,-6.082,979952.967,0.01,0.81,7.366343579358698,3.9208188375982473,false,false,false
19GY4001,38.98518317,-122.67533433,528026.235,4.315168434e6,411.27,-33.512,0.638,979963.442,0.05,1.59,9.823630619287279,11.810388627945741,false,false,false
19GY4002,38.99900367,-122.671858,528321.802,4.316703166e6,405.32,-37.567,-2.887,979961.362,0.03,2.0,6.096885201802607,8.13219916607676,false,false,false
19GY4003,39.0100225,-122.64857567,530333.232,4.317933446e6,434.44,-38.559,-3.659,979955.973,0.03,1.68,6.004272160694761,7.138930434609009,false,false,false
19GY4004,39.02076783,-122.64783567,530392.689,4.319126102e6,411.86,-39.464,-4.164,979960.312,0.0,1.8,5.293325382620765,6.528024736234485,false,false,false
19GY4005,39.01298267,-122.62911483,532016.858,4.318268621e6,482.75,-39.086,-4.286,979946.483,0.0,1.46,6.129484351593604,6.303256017254768,false,false,false
19GY4006,39.02618983,-122.63396283,531591.229,4.319732521e6,629.61,-39.56,-4.33,979917.33,0.07,2.59,5.714893645950696,6.316575074523385,false,false,false
19GY4007,39.017848,-122.59800117,534708.255,4.318819964e6,492.02,-39.388,-4.838,979944.219,0.02,2.04,6.872343286618218,5.271963937407094,false,false,false
19GY4008,39.0409705,-122.58490467,535830.35,4.321390965e6,465.12,-47.647,-12.507,979944.065,0.0,1.24,-0.6119636158680564,-2.767192309628996,false,false,false
19GY4009,39.05476417,-122.59199733,535209.652,4.322918881e6,342.12,-45.531,-9.731,979970.053,0.02,2.63,1.5027747893665975,-0.023035092636291665,false,false,false
19GY4010,39.04297217,-122.57508517,536679.138,4.321617016e6,335.14,-48.467,-13.367,979966.528,0.2,3.54,-1.0948892309654852,-3.900920626275642,false,false,false
19GY4011,39.07644,-122.58181083,536080.003,4.325328274e6,375.22,-46.027,-9.737,979964.467,0.02,3.17,1.6677984625190518,-0.30791436062682465,false,false,false
19GY4012,39.08409017,-122.60432983,534128.383,4.326168502e6,376.51,-44.187,-7.167,979966.002,0.03,3.9,2.9297323693207176,2.4526926481969724,false,false,false
19GY4013,39.09248383,-122.57851233,536357.071,4.327109998e6,665.81,-46.993,-10.423,979908.593,0.03,2.68,1.0591925336976686,-0.9973650538901069,false,false,false
19GY4014,38.864904,-122.6585575,529529.294,4.301826594e6,686.77,-41.807,-12.547,979889.971,0.04,2.26,0.13523042822372844,-1.0149360522838293,false,false,false
19GY4015,38.870846,-122.64804967,530438.401,4.302489422e6,697.63,-41.204,-11.714,979888.955,0.03,2.28,1.1601916279030249,-0.37941580611941106,false,false,false
19GY4016,38.88198633,-122.64321,530853.419,4.303727263e6,621.96,-39.71,-9.73,979906.644,0.05,1.87,2.9822763295010546,1.4579600169060853,false,false,false
19GY4017,38.89189517,-122.638052,531296.454,4.304828583e6,523.5,-38.014,-7.604,979928.551,0.05,1.79,4.996633981671337,3.426572567595997,false,false,false
19GY4018,38.9031805,-122.63808033,531289.029,4.30608088e6,441.17,-36.228,-5.328,979947.481,0.02,1.74,6.961344429152028,5.652294349072605,false,false,false
19GY4019,38.89453167,-122.65565283,529768.898,4.305115242e6,486.22,-38.595,-8.015,979934.732,0.05,2.55,3.90944253344923,3.323961712787714,false,false,false
19GY4020,38.88906133,-122.66437067,529015.094,4.304505395e6,514.59,-39.433,-9.063,979927.413,0.04,3.0,2.712838940055825,2.4245439188023,false,false,false
19GY4021,38.8561435,-122.67196167,528369.855,4.300850206e6,659.09,-43.079,-14.179,979892.96,0.05,2.64,-1.6939014343191445,-2.4263937347532476,false,false,false
19GY4022,38.85088133,-122.68680767,527083.677,4.300261758e6,581.51,-44.217,-15.517,979904.32,0.15,4.85,-3.3782897355254775,-3.5992083884804416,false,false,false
19GY4023,38.84866817,-122.66473867,528999.637,4.300022969e6,470.81,-40.7,-11.98,979928.867,0.15,5.27,0.7910980023552483,-0.47449576357431056,false,false,false
19GY4024,38.84063633,-122.65390417,529943.217,4.29913521e6,430.38,-39.544,-11.134,979936.567,0.06,5.92,2.1568449374922807,0.1333442217316616,false,false,false
19GY4025,38.83233467,-122.64576433,530653.232,4.298216712e6,395.03,-37.185,-9.115,979945.742,0.04,5.28,4.637394593181014,1.9492177827351256,false,false,false
19GY4026,38.8225295,-122.62802017,532197.828,4.297134788e6,355.98,-34.096,-6.416,979957.587,0.06,3.29,8.123515940983545,4.128876755990191,false,false,false
19GY4027,38.81382767,-122.61930883,532958.086,4.296172294e6,328.56,-32.225,-4.925,979964.399,0.03,2.94,10.127708314849421,5.329947640038625,false,false,false
19GY4028,38.7972105,-122.61384067,533440.625,4.294330345e6,317.59,-28.434,-1.854,979969.415,0.02,2.39,13.82495063803935,8.150457154111972,false,false,false
19GY4029,38.78685333,-122.610484,533737.018,4.293182291e6,323.63,-24.638,1.472,979971.746,0.01,1.76,17.560948080359726,11.323989497775099,false,false,false
19GY4030,38.77866433,-122.63784767,531363.977,4.292263829e6,389.87,-25.347,0.313,979955.858,0.05,3.27,15.868065864011712,11.082120682779298,false,false,false
19GY4031,38.80397817,-122.67226967,528363.891,4.295061518e6,831.81,-38.923,-12.463,979855.493,0.04,5.86,1.6215728070993478,-0.5418816770348442,false,false,false
19GY4032,38.80238483,-122.65605883,529772.191,4.294889882e6,777.2,-35.825,-9.355,979868.418,0.25,6.58,5.199663744896078,2.18094597221031,false,false,false
19GY4033,38.78929133,-122.64151433,531040.856,4.293441804e6,703.71,-30.051,-4.101,979886.143,0.35,7.85,11.218818552255708,6.992352440250965,false,false,false
19GY4034,38.79710817,-122.64811567,530464.187,4.294306978e6,808.27,-33.622,-7.392,979859.564,0.4,11.09,7.566357400661651,3.958225160038644,false,false,false
19GY4035,38.77144617,-122.61604683,533261.04,4.291470585e6,395.84,-22.139,3.211,979958.982,0.05,1.55,19.64137520210166,13.252980023156457,false,false,false
19GY4036,38.75243717,-122.61348367,533492.618,4.289362187e6,335.52,-22.682,1.818,979968.95,0.0,1.15,18.876044514075385,11.646862878610488,false,false,false
19GY4037,38.82698867,-122.58134233,536247.689,4.297647134e6,362.85,-29.578,-1.848,979962.206,0.06,2.24,14.167807370829738,7.143894890503457,false,false,false
19GY4038,38.84887733,-122.61057967,533699.385,4.300064823e6,469.65,-34.568,-5.908,979938.984,0.02,1.53,8.614265662096486,4.282898714258387,false,false,false
19GY4039,38.85778733,-122.62617883,532341.667,4.301047881e6,460.22,-36.257,-7.187,979939.266,0.04,2.19,6.580830905067771,3.4699462003681347,false,false,false
19GY4040,38.8680745,-122.62164583,532730.254,4.302191038e6,451.67,-36.265,-6.795,979942.018,0.01,2.01,6.877725433954161,3.763483685659324,false,false,false
19GY4041,38.88963033,-122.60282867,534352.333,4.304589965e6,422.06,-35.12,-4.91,979951.876,0.01,0.99,8.951767163499895,5.18474354667493,false,false,false
19GY4042,38.87845517,-122.60570833,534107.94,4.303348803e6,431.73,-35.076,-5.266,979948.952,0.0,1.08,8.728379475694872,4.870354796269936,false,false,false
19GY4043,38.87008133,-122.60259517,534382.028,4.302420751e6,523.69,-34.787,-5.357,979929.963,0.04,1.64,8.98124274018847,4.698611991685482,false,false,false
